,correct_rate,response_time,set_size,response_type,cue_type,subject,exp_type
11502,1,0.424,L1,change,cue,45,exp2
11497,1,0.3872,L1,change,cue,45,exp2
11513,1,0.4208,L1,change,cue,45,exp2
11553,1,0.8183,L1,no-change,cue,46,exp2
11554,1,0.6667,L1,change,cue,46,exp2
11561,1,1.4383,L1,change,cue,46,exp2
11624,1,1.0519,L1,no-change,nocue,46,exp2
11618,0,0.4378,L1,change,nocue,46,exp2
11614,1,1.2339,L1,no-change,nocue,46,exp2
11612,1,1.8348,L1,no-change,nocue,46,exp2
11607,1,1.1586,L1,change,nocue,46,exp2
11606,1,0.5942,L1,no-change,nocue,46,exp2
11593,1,0.7193,L1,change,nocue,46,exp2
11589,1,0.9211,L1,change,nocue,46,exp2
11588,1,0.77,L1,change,nocue,46,exp2
11584,1,1.9003,L1,change,nocue,46,exp2
11581,1,0.7846,L1,no-change,cue,46,exp2
11580,1,0.4222,L1,change,cue,46,exp2
11573,1,0.7525,L1,no-change,cue,46,exp2
11568,1,0.748,L1,change,cue,46,exp2
11564,1,0.9071,L1,no-change,cue,46,exp2
11629,1,0.9917,L1,no-change,nocue,46,exp2
11195,1,0.3999,L1,change,nocue,44,exp2
11178,1,0.4505,L1,no-change,nocue,44,exp2
11173,1,0.4495,L1,change,nocue,44,exp2
10810,1,0.6096,L1,change,cue,43,exp2
10809,1,0.567,L1,change,cue,43,exp2
10806,1,0.6094,L1,no-change,cue,43,exp2
10801,1,0.6742,L1,no-change,cue,43,exp2
10791,1,0.4888,L1,no-change,cue,43,exp2
10790,1,0.7324,L1,no-change,cue,43,exp2
10813,1,0.7084,L1,change,cue,43,exp2
10788,1,0.784,L1,change,cue,43,exp2
10777,1,0.5499,L1,no-change,cue,43,exp2
10771,1,1.1496,L1,no-change,cue,43,exp2
10769,1,0.6983,L1,no-change,cue,43,exp2
10760,1,0.6227,L1,change,cue,43,exp2
10759,1,1.152,L1,change,cue,43,exp2
10756,1,0.7975,L1,change,cue,43,exp2
10784,1,0.9092,L1,no-change,cue,43,exp2
10826,1,0.7664,L1,change,nocue,43,exp2
10830,1,0.4555,L1,no-change,nocue,43,exp2
10832,1,0.434,L1,no-change,nocue,43,exp2
10883,1,0.4916,L1,no-change,nocue,43,exp2
10882,1,0.7508,L1,change,nocue,43,exp2
10877,1,0.4695,L1,no-change,nocue,43,exp2
10875,1,0.776,L1,no-change,nocue,43,exp2
10870,1,0.6489,L1,no-change,nocue,43,exp2
10862,1,0.6155,L1,no-change,nocue,43,exp2
10858,1,0.5279,L1,change,nocue,43,exp2
10856,1,0.6657,L1,no-change,nocue,43,exp2
10851,1,0.7521,L1,change,nocue,43,exp2
10846,1,1.0298,L1,change,nocue,43,exp2
10839,1,0.6254,L1,change,nocue,43,exp2
10838,1,0.6719,L1,no-change,nocue,43,exp2
10836,1,0.727,L1,change,nocue,43,exp2
10835,1,0.5254,L1,change,nocue,43,exp2
10834,1,0.5369,L1,change,nocue,43,exp2
10752,1,1.3989,L1,change,cue,43,exp2
10896,1,0.4048,L1,no-change,nocue,43,exp2
10743,1,0.6348,L1,no-change,cue,42,exp2
10738,1,0.5007,L1,no-change,cue,42,exp2
10650,1,0.2694,L1,no-change,nocue,42,exp2
10649,1,0.4908,L1,change,nocue,42,exp2
10644,1,0.4349,L1,no-change,nocue,42,exp2
10641,0,1.0177,L1,change,nocue,42,exp2
10636,1,0.352,L1,no-change,nocue,42,exp2
10634,1,0.4421,L1,no-change,nocue,42,exp2
10653,1,0.3381,L1,change,nocue,42,exp2
10633,1,0.3843,L1,no-change,nocue,42,exp2
10627,1,0.2526,L1,no-change,nocue,42,exp2
10624,1,0.4181,L1,change,nocue,42,exp2
10622,1,0.7176,L1,change,nocue,42,exp2
10621,1,0.3679,L1,change,nocue,42,exp2
10617,1,0.5089,L1,change,nocue,42,exp2
10616,1,0.3847,L1,no-change,nocue,42,exp2
10628,1,0.3058,L1,no-change,nocue,42,exp2
10662,1,0.5517,L1,no-change,nocue,42,exp2
10663,0,0.4107,L1,change,nocue,42,exp2
10675,1,0.5078,L1,change,nocue,42,exp2
10737,1,0.3845,L1,change,cue,42,exp2
10736,1,0.3343,L1,change,cue,42,exp2
10735,1,0.4398,L1,no-change,cue,42,exp2
10732,0,0.4941,L1,change,cue,42,exp2
10728,1,0.3943,L1,no-change,cue,42,exp2
10726,1,0.4525,L1,change,cue,42,exp2
10710,1,12.2523,L1,no-change,cue,42,exp2
10706,1,0.5725,L1,no-change,cue,42,exp2
10703,1,0.5421,L1,change,cue,42,exp2
10697,1,0.651,L1,change,cue,42,exp2
10696,1,1.135,L1,no-change,cue,42,exp2
10694,1,0.5232,L1,change,cue,42,exp2
10693,1,0.5376,L1,change,cue,42,exp2
10683,1,0.4187,L1,change,nocue,42,exp2
10678,1,0.4181,L1,change,nocue,42,exp2
10739,1,0.9525,L1,no-change,cue,42,exp2
9438,1,0.8666,L1,no-change,cue,37,exp2
10901,1,0.4895,L1,change,nocue,43,exp2
10905,1,0.571,L1,change,nocue,43,exp2
11108,1,0.439,L1,no-change,nocue,44,exp2
11101,1,0.3988,L1,no-change,nocue,44,exp2
11100,1,0.4,L1,no-change,nocue,44,exp2
11095,1,0.4809,L1,change,nocue,44,exp2
11093,1,0.4234,L1,change,nocue,44,exp2
11090,1,0.4636,L1,no-change,nocue,44,exp2
11111,1,0.4534,L1,change,nocue,44,exp2
11083,1,0.4143,L1,change,nocue,44,exp2
11077,1,0.5308,L1,change,nocue,44,exp2
11071,1,0.4727,L1,change,cue,44,exp2
11054,1,0.4055,L1,no-change,cue,44,exp2
11053,1,0.4554,L1,no-change,cue,44,exp2
11050,1,0.9311,L1,change,cue,44,exp2
11047,1,0.4885,L1,change,cue,44,exp2
11079,1,0.4186,L1,change,nocue,44,exp2
11116,1,0.6225,L1,no-change,nocue,44,exp2
11122,1,0.4145,L1,no-change,nocue,44,exp2
11124,1,0.4225,L1,no-change,nocue,44,exp2
11171,1,0.4568,L1,no-change,nocue,44,exp2
11170,1,0.4648,L1,change,nocue,44,exp2
11162,1,0.5024,L1,change,nocue,44,exp2
11156,1,0.5012,L1,no-change,nocue,44,exp2
11155,1,0.5047,L1,change,nocue,44,exp2
11150,1,0.4308,L1,change,nocue,44,exp2
11147,1,0.4141,L1,no-change,nocue,44,exp2
11143,1,0.5173,L1,no-change,nocue,44,exp2
11141,1,0.3829,L1,change,nocue,44,exp2
11139,1,0.4733,L1,change,nocue,44,exp2
11138,1,0.3477,L1,no-change,nocue,44,exp2
11136,1,0.6469,L1,no-change,nocue,44,exp2
11134,1,0.6501,L1,no-change,nocue,44,exp2
11132,1,0.4839,L1,change,nocue,44,exp2
11127,1,0.4308,L1,change,nocue,44,exp2
11045,1,0.4836,L1,no-change,cue,44,exp2
10903,1,0.6014,L1,change,nocue,43,exp2
11044,1,0.5549,L1,change,cue,44,exp2
11042,1,0.4,L1,no-change,cue,44,exp2
10959,1,0.4608,L1,no-change,cue,43,exp2
10958,1,0.5592,L1,change,cue,43,exp2
10955,1,0.5097,L1,change,cue,43,exp2
10953,1,0.4386,L1,no-change,cue,43,exp2
10933,1,0.6345,L1,no-change,nocue,43,exp2
10931,1,0.5465,L1,change,nocue,43,exp2
10960,1,0.6201,L1,change,cue,43,exp2
10930,1,0.4676,L1,no-change,nocue,43,exp2
10926,1,0.4796,L1,change,nocue,43,exp2
10923,1,0.4691,L1,no-change,nocue,43,exp2
10922,1,0.4506,L1,no-change,nocue,43,exp2
10920,1,0.4029,L1,no-change,nocue,43,exp2
10917,1,0.4497,L1,no-change,nocue,43,exp2
10916,1,0.7028,L1,change,nocue,43,exp2
10929,1,0.5225,L1,change,nocue,43,exp2
10961,1,0.9021,L1,no-change,cue,43,exp2
10968,1,0.5006,L1,no-change,cue,43,exp2
10970,1,0.5955,L1,change,cue,43,exp2
11036,1,0.5351,L1,no-change,cue,44,exp2
11034,1,0.5215,L1,change,cue,44,exp2
11032,1,0.4977,L1,change,cue,44,exp2
11019,1,0.4534,L1,change,cue,44,exp2
11018,1,0.5399,L1,no-change,cue,44,exp2
11013,1,0.4345,L1,change,cue,44,exp2
11009,1,0.4315,L1,no-change,cue,44,exp2
11006,1,0.4491,L1,no-change,cue,43,exp2
11004,1,0.6001,L1,change,cue,43,exp2
11000,1,0.5832,L1,no-change,cue,43,exp2
10990,1,0.5905,L1,no-change,cue,43,exp2
10986,1,0.4582,L1,change,cue,43,exp2
10985,1,0.4194,L1,change,cue,43,exp2
10984,1,0.4915,L1,change,cue,43,exp2
10981,1,1.2233,L1,no-change,cue,43,exp2
11043,1,0.4642,L1,no-change,cue,44,exp2
9434,0,0.3645,L1,change,cue,37,exp2
9431,1,0.4735,L1,no-change,cue,37,exp2
9428,0,0.3891,L1,no-change,cue,37,exp2
7859,1,0.4185,L1,change,nocue,31,exp2
7858,1,0.6133,L1,change,nocue,31,exp2
7854,1,0.4557,L1,no-change,nocue,31,exp2
7848,1,0.4212,L1,no-change,nocue,31,exp2
7846,1,0.7225,L1,no-change,nocue,31,exp2
7844,1,0.5535,L1,change,nocue,31,exp2
7868,1,1.1729,L1,change,nocue,31,exp2
7843,1,0.6147,L1,no-change,nocue,31,exp2
7836,1,0.9306,L1,no-change,nocue,31,exp2
7835,1,0.7472,L1,change,nocue,31,exp2
7832,1,0.773,L1,no-change,nocue,31,exp2
7831,1,0.6513,L1,no-change,nocue,31,exp2
7825,1,0.6834,L1,no-change,nocue,31,exp2
7816,1,0.882,L1,change,nocue,31,exp2
7837,1,1.0536,L1,change,nocue,31,exp2
7811,1,0.9202,L1,change,nocue,31,exp2
7877,1,0.568,L1,no-change,cue,31,exp2
7884,1,0.5555,L1,no-change,cue,31,exp2
7943,1,1.0364,L1,no-change,cue,32,exp2
7931,1,0.4679,L1,no-change,cue,31,exp2
7926,1,0.4218,L1,change,cue,31,exp2
7924,1,0.5956,L1,change,cue,31,exp2
7913,1,0.5006,L1,change,cue,31,exp2
7912,1,1.6627,L1,change,cue,31,exp2
7878,1,1.0297,L1,no-change,cue,31,exp2
7910,1,0.6685,L1,no-change,cue,31,exp2
7904,1,0.6672,L1,no-change,cue,31,exp2
7903,1,0.4528,L1,change,cue,31,exp2
7902,1,0.6274,L1,no-change,cue,31,exp2
7897,1,0.5522,L1,change,cue,31,exp2
7891,1,0.4334,L1,change,cue,31,exp2
7885,1,0.524,L1,change,cue,31,exp2
7906,1,0.6834,L1,no-change,cue,31,exp2
7801,1,0.7984,L1,no-change,nocue,31,exp2
7788,1,0.94,L1,no-change,nocue,31,exp2
7787,1,0.8905,L1,no-change,nocue,31,exp2
7725,1,0.5045,L1,no-change,cue,31,exp2
7718,1,0.5018,L1,change,cue,31,exp2
7713,1,0.8645,L1,no-change,cue,31,exp2
7712,1,0.4072,L1,change,cue,31,exp2
7711,1,0.9508,L1,no-change,cue,31,exp2
7699,1,0.3958,L1,change,cue,31,exp2
7727,1,0.7576,L1,change,cue,31,exp2
7697,1,0.7022,L1,change,cue,31,exp2
7688,1,0.6307,L1,change,cue,31,exp2
7680,1,2.9775,L1,no-change,cue,31,exp2
7678,1,0.4979,L1,no-change,cue,30,exp2
7677,1,0.4798,L1,change,cue,30,exp2
7676,1,0.4339,L1,no-change,cue,30,exp2
7675,1,1.0722,L1,no-change,cue,30,exp2
7696,1,0.6811,L1,change,cue,31,exp2
7728,1,0.4404,L1,no-change,cue,31,exp2
7731,1,0.564,L1,no-change,cue,31,exp2
7732,1,0.5579,L1,change,cue,31,exp2
7779,1,0.5077,L1,change,nocue,31,exp2
7778,1,0.8212,L1,change,nocue,31,exp2
7775,1,0.5865,L1,no-change,nocue,31,exp2
7774,1,0.4461,L1,change,nocue,31,exp2
7772,1,1.1238,L1,no-change,nocue,31,exp2
7771,1,1.0252,L1,change,nocue,31,exp2
7767,1,1.085,L1,no-change,nocue,31,exp2
7762,1,0.8653,L1,no-change,nocue,31,exp2
7760,1,1.6653,L1,change,nocue,31,exp2
7755,1,0.366,L1,change,nocue,31,exp2
7754,1,0.9158,L1,no-change,nocue,31,exp2
7753,0,0.5169,L1,change,nocue,31,exp2
7747,1,0.6097,L1,change,nocue,31,exp2
7737,1,1.0653,L1,no-change,cue,31,exp2
7734,1,0.5037,L1,no-change,cue,31,exp2
7944,1,0.8894,L1,change,cue,32,exp2
7946,1,0.8055,L1,no-change,cue,32,exp2
7955,1,0.7668,L1,change,cue,32,exp2
7958,1,0.8482,L1,no-change,cue,32,exp2
8154,1,0.4535,L1,change,cue,32,exp2
8152,1,0.7415,L1,change,cue,32,exp2
8137,1,0.7655,L1,change,cue,32,exp2
8135,1,0.7052,L1,no-change,cue,32,exp2
8134,1,0.4859,L1,change,cue,32,exp2
8132,1,0.4708,L1,change,cue,32,exp2
8156,1,0.6733,L1,no-change,cue,32,exp2
8131,1,1.0989,L1,no-change,cue,32,exp2
8120,1,0.6824,L1,change,nocue,32,exp2
8119,1,0.6181,L1,no-change,nocue,32,exp2
8118,1,0.4353,L1,change,nocue,32,exp2
8117,1,0.4254,L1,change,nocue,32,exp2
8109,1,0.5912,L1,no-change,nocue,32,exp2
8105,1,1.0382,L1,no-change,nocue,32,exp2
8129,1,1.3427,L1,no-change,cue,32,exp2
8163,1,0.4601,L1,change,cue,32,exp2
8174,1,0.7664,L1,no-change,cue,32,exp2
8175,1,5.5205,L1,change,cue,32,exp2
8231,1,0.657,L1,no-change,cue,33,exp2
8230,1,0.581,L1,change,cue,33,exp2
8227,1,0.669,L1,no-change,cue,33,exp2
8225,1,0.55,L1,no-change,cue,33,exp2
8222,1,0.899,L1,no-change,cue,33,exp2
8219,1,0.706,L1,change,cue,33,exp2
8217,1,0.537,L1,change,cue,33,exp2
8216,1,0.653,L1,no-change,cue,33,exp2
8207,1,0.483,L1,change,cue,33,exp2
8206,1,1.186,L1,no-change,cue,33,exp2
8195,1,0.73,L1,change,cue,33,exp2
8185,1,0.5336,L1,no-change,cue,32,exp2
8183,1,0.6355,L1,no-change,cue,32,exp2
8182,1,0.6194,L1,change,cue,32,exp2
8181,1,1.057,L1,no-change,cue,32,exp2
8101,1,0.632,L1,change,nocue,32,exp2
7670,1,0.545,L1,no-change,cue,30,exp2
8097,1,0.766,L1,no-change,nocue,32,exp2
8090,1,0.9311,L1,no-change,nocue,32,exp2
8012,1,0.6765,L1,no-change,nocue,32,exp2
8002,1,1.0947,L1,no-change,nocue,32,exp2
8001,1,0.519,L1,change,nocue,32,exp2
7998,1,1.096,L1,change,cue,32,exp2
7995,1,0.5716,L1,no-change,cue,32,exp2
7990,1,1.48,L1,no-change,cue,32,exp2
8019,1,0.8774,L1,no-change,nocue,32,exp2
7988,1,0.638,L1,change,cue,32,exp2
7984,1,0.9739,L1,change,cue,32,exp2
7978,1,0.9126,L1,change,cue,32,exp2
7969,1,0.8331,L1,no-change,cue,32,exp2
7968,1,1.2882,L1,change,cue,32,exp2
7965,1,0.8681,L1,change,cue,32,exp2
7962,1,2.5583,L1,no-change,cue,32,exp2
7987,1,2.2268,L1,no-change,cue,32,exp2
8020,1,0.6015,L1,change,nocue,32,exp2
8032,1,1.3882,L1,no-change,nocue,32,exp2
8033,1,0.5771,L1,change,nocue,32,exp2
8089,1,0.6549,L1,no-change,nocue,32,exp2
8086,1,0.6345,L1,change,nocue,32,exp2
8085,1,1.2312,L1,change,nocue,32,exp2
8075,1,0.6471,L1,change,nocue,32,exp2
8074,1,0.9705,L1,no-change,nocue,32,exp2
8071,1,0.54,L1,change,nocue,32,exp2
8060,1,0.9857,L1,no-change,nocue,32,exp2
8058,1,0.604,L1,no-change,nocue,32,exp2
8053,1,0.7886,L1,no-change,nocue,32,exp2
8048,1,0.7444,L1,change,nocue,32,exp2
8046,1,0.5783,L1,change,nocue,32,exp2
8045,1,0.6882,L1,change,nocue,32,exp2
8041,1,0.7739,L1,change,nocue,32,exp2
8040,1,0.6804,L1,change,nocue,32,exp2
8038,1,1.1263,L1,no-change,nocue,32,exp2
8096,1,1.5408,L1,no-change,nocue,32,exp2
7667,1,0.5198,L1,change,cue,30,exp2
7665,1,0.4993,L1,change,cue,30,exp2
7662,1,0.4984,L1,change,cue,30,exp2
7277,1,0.666,L1,no-change,nocue,29,exp2
7262,1,0.65,L1,change,nocue,29,exp2
7261,1,0.699,L1,change,nocue,29,exp2
7259,1,1.051,L1,change,nocue,29,exp2
7257,1,0.616,L1,no-change,nocue,29,exp2
7256,1,0.63,L1,no-change,nocue,29,exp2
7282,1,0.783,L1,change,nocue,29,exp2
7246,1,0.665,L1,no-change,nocue,29,exp2
7238,1,0.482,L1,no-change,nocue,29,exp2
7237,1,0.516,L1,no-change,nocue,29,exp2
7234,1,0.501,L1,change,nocue,29,exp2
7229,1,0.8,L1,change,cue,29,exp2
7224,1,0.75,L1,change,cue,29,exp2
7220,1,0.901,L1,change,cue,29,exp2
7245,1,0.883,L1,no-change,nocue,29,exp2
7285,1,0.887,L1,change,nocue,29,exp2
7291,1,0.532,L1,change,nocue,29,exp2
7294,1,0.568,L1,no-change,nocue,29,exp2
7343,1,0.716,L1,change,nocue,29,exp2
7340,1,0.634,L1,change,nocue,29,exp2
7339,1,0.798,L1,no-change,nocue,29,exp2
7337,1,0.4,L1,no-change,nocue,29,exp2
7335,1,0.784,L1,no-change,nocue,29,exp2
7333,1,0.633,L1,change,nocue,29,exp2
7324,1,0.632,L1,change,nocue,29,exp2
7317,1,0.733,L1,no-change,nocue,29,exp2
7315,1,0.631,L1,no-change,nocue,29,exp2
7314,1,0.682,L1,no-change,nocue,29,exp2
7313,1,0.667,L1,change,nocue,29,exp2
7307,1,1.083,L1,no-change,nocue,29,exp2
7301,1,0.835,L1,change,nocue,29,exp2
7299,1,0.571,L1,no-change,nocue,29,exp2
7295,1,0.598,L1,change,nocue,29,exp2
7213,1,0.683,L1,no-change,cue,29,exp2
7348,1,0.749,L1,change,nocue,29,exp2
7212,1,0.767,L1,no-change,cue,29,exp2
7208,1,0.967,L1,change,cue,29,exp2
7124,1,0.681,L1,change,cue,28,exp2
7123,1,0.423,L1,no-change,cue,28,exp2
7115,1,0.6006,L1,no-change,cue,28,exp2
7109,1,0.9557,L1,change,cue,28,exp2
7108,1,0.4794,L1,no-change,cue,28,exp2
7104,1,0.5872,L1,no-change,cue,28,exp2
7126,1,0.4634,L1,no-change,cue,28,exp2
7099,1,0.5643,L1,change,nocue,28,exp2
7090,1,0.3804,L1,no-change,nocue,28,exp2
7088,1,0.4048,L1,no-change,nocue,28,exp2
7080,1,0.5305,L1,no-change,nocue,28,exp2
7074,1,0.5972,L1,change,nocue,28,exp2
7071,1,0.6705,L1,change,nocue,28,exp2
7070,1,0.5826,L1,change,nocue,28,exp2
7098,1,0.3998,L1,no-change,nocue,28,exp2
7128,1,0.4307,L1,no-change,cue,28,exp2
7131,1,0.4157,L1,no-change,cue,28,exp2
7139,1,0.5487,L1,change,cue,28,exp2
7207,1,0.75,L1,change,cue,29,exp2
7205,1,1.083,L1,no-change,cue,29,exp2
7186,1,0.816,L1,no-change,cue,29,exp2
7183,1,0.7,L1,change,cue,29,exp2
7177,1,1.052,L1,no-change,cue,29,exp2
7176,1,3.103,L1,change,cue,29,exp2
7175,1,0.729,L1,change,cue,29,exp2
7169,1,2.851,L1,no-change,cue,29,exp2
7168,1,3.344,L1,no-change,cue,29,exp2
7165,1,0.6812,L1,change,cue,28,exp2
7164,1,0.553,L1,change,cue,28,exp2
7159,1,0.5404,L1,change,cue,28,exp2
7155,1,0.4971,L1,change,cue,28,exp2
7150,1,0.6809,L1,change,cue,28,exp2
7149,1,0.4033,L1,no-change,cue,28,exp2
7211,1,0.6,L1,no-change,cue,29,exp2
8232,1,0.683,L1,change,cue,33,exp2
7353,1,0.916,L1,change,nocue,29,exp2
7369,1,1.099,L1,no-change,cue,29,exp2
7571,1,0.3669,L1,no-change,nocue,30,exp2
7567,1,0.5366,L1,no-change,nocue,30,exp2
7564,1,0.5003,L1,no-change,nocue,30,exp2
7557,1,0.5169,L1,change,nocue,30,exp2
7555,1,0.4626,L1,no-change,nocue,30,exp2
7546,1,0.6666,L1,no-change,nocue,30,exp2
7573,1,0.4833,L1,no-change,nocue,30,exp2
7545,1,0.7518,L1,no-change,nocue,30,exp2
7536,1,0.801,L1,change,nocue,30,exp2
7531,1,0.5017,L1,no-change,nocue,30,exp2
7521,1,0.4343,L1,change,nocue,30,exp2
7513,1,0.4774,L1,no-change,nocue,30,exp2
7512,1,0.466,L1,no-change,nocue,30,exp2
7505,1,0.6076,L1,change,nocue,30,exp2
7540,1,0.6375,L1,change,nocue,30,exp2
7575,1,0.4948,L1,no-change,nocue,30,exp2
7579,1,0.8731,L1,change,nocue,30,exp2
7582,1,0.5087,L1,change,nocue,30,exp2
7659,1,0.5779,L1,change,cue,30,exp2
7658,1,0.5427,L1,no-change,cue,30,exp2
7646,1,0.5162,L1,no-change,cue,30,exp2
7642,1,0.4379,L1,no-change,cue,30,exp2
7636,1,0.5046,L1,no-change,cue,30,exp2
7635,1,0.6687,L1,change,cue,30,exp2
7634,1,0.625,L1,change,cue,30,exp2
7628,1,0.9683,L1,change,cue,30,exp2
7601,1,0.4136,L1,change,nocue,30,exp2
7596,1,0.9282,L1,no-change,nocue,30,exp2
7593,1,0.5198,L1,change,nocue,30,exp2
7591,1,0.5709,L1,no-change,nocue,30,exp2
7586,1,0.7046,L1,change,nocue,30,exp2
7584,1,0.8517,L1,change,nocue,30,exp2
7583,1,0.4147,L1,change,nocue,30,exp2
7504,1,0.5682,L1,no-change,nocue,30,exp2
7363,1,0.816,L1,change,cue,29,exp2
7502,1,0.5079,L1,no-change,nocue,30,exp2
7493,1,0.919,L1,change,nocue,30,exp2
7423,1,0.565,L1,no-change,cue,29,exp2
7421,1,0.999,L1,change,cue,29,exp2
7411,1,0.532,L1,change,cue,29,exp2
7410,1,0.547,L1,no-change,cue,29,exp2
7409,1,0.515,L1,change,cue,29,exp2
7408,1,0.464,L1,no-change,cue,29,exp2
7432,1,0.659,L1,no-change,cue,30,exp2
7400,1,0.831,L1,no-change,cue,29,exp2
7396,1,0.436,L1,change,cue,29,exp2
7389,1,0.882,L1,change,cue,29,exp2
7386,1,1.118,L1,no-change,cue,29,exp2
7385,1,1.066,L1,change,cue,29,exp2
7384,1,0.884,L1,no-change,cue,29,exp2
7380,1,0.666,L1,change,cue,29,exp2
7399,1,0.65,L1,no-change,cue,29,exp2
7436,1,0.7692,L1,no-change,cue,30,exp2
7438,1,0.5384,L1,change,cue,30,exp2
7445,1,0.41,L1,change,cue,30,exp2
7490,1,0.9463,L1,change,nocue,30,exp2
7489,1,0.7024,L1,change,nocue,30,exp2
7488,1,0.8083,L1,no-change,nocue,30,exp2
7487,1,0.5689,L1,no-change,cue,30,exp2
7485,1,0.873,L1,no-change,cue,30,exp2
7480,1,0.6998,L1,change,cue,30,exp2
7477,1,0.8207,L1,change,cue,30,exp2
7475,1,0.6208,L1,no-change,cue,30,exp2
7466,1,0.6954,L1,change,cue,30,exp2
7463,1,0.9994,L1,change,cue,30,exp2
7458,1,0.7074,L1,no-change,cue,30,exp2
7456,1,0.7189,L1,no-change,cue,30,exp2
7452,1,0.5344,L1,change,cue,30,exp2
7449,0,0.5777,L1,no-change,cue,30,exp2
7447,1,0.7418,L1,change,cue,30,exp2
7501,1,0.6737,L1,change,nocue,30,exp2
2358,1,0.595,L1,no-change,nocue,10,exp2
8234,1,0.565,L1,change,cue,33,exp2
8251,1,0.498,L1,change,cue,33,exp2
9051,1,0.3913,L1,change,nocue,36,exp2
9044,1,0.4278,L1,no-change,nocue,36,exp2
9043,1,0.3267,L1,change,nocue,36,exp2
9039,1,0.3431,L1,no-change,nocue,36,exp2
9033,1,0.4252,L1,change,nocue,36,exp2
9025,1,0.4418,L1,no-change,nocue,36,exp2
9055,1,0.8429,L1,change,nocue,36,exp2
9023,1,0.3463,L1,no-change,cue,36,exp2
9018,1,0.3154,L1,no-change,cue,36,exp2
9017,1,0.3251,L1,no-change,cue,36,exp2
9011,1,0.4329,L1,no-change,cue,36,exp2
9005,1,0.5105,L1,no-change,cue,36,exp2
9003,1,0.397,L1,no-change,cue,36,exp2
8991,1,0.5295,L1,change,cue,36,exp2
9021,1,0.4989,L1,change,cue,36,exp2
8985,1,0.5773,L1,no-change,cue,36,exp2
9056,0,0.3453,L1,no-change,nocue,36,exp2
9066,1,0.4103,L1,change,nocue,36,exp2
9114,1,0.3948,L1,change,nocue,36,exp2
9113,1,0.4619,L1,change,nocue,36,exp2
9108,1,0.4329,L1,change,nocue,36,exp2
9104,1,0.3305,L1,no-change,nocue,36,exp2
9098,1,0.3944,L1,no-change,nocue,36,exp2
9096,1,0.7821,L1,no-change,nocue,36,exp2
9062,1,0.4422,L1,no-change,nocue,36,exp2
9091,1,0.4626,L1,no-change,nocue,36,exp2
9086,1,0.3449,L1,change,nocue,36,exp2
9085,1,0.3828,L1,change,nocue,36,exp2
9080,1,0.3454,L1,no-change,nocue,36,exp2
9078,1,0.3426,L1,no-change,nocue,36,exp2
9071,1,0.6349,L1,no-change,nocue,36,exp2
9067,1,0.447,L1,change,nocue,36,exp2
9088,1,0.8261,L1,no-change,nocue,36,exp2
8982,1,0.5451,L1,change,cue,36,exp2
8976,1,1.0583,L1,no-change,cue,36,exp2
8975,1,0.4602,L1,change,cue,36,exp2
8898,1,0.433,L1,change,cue,35,exp2
8894,1,0.474,L1,change,nocue,35,exp2
8890,1,0.885,L1,no-change,nocue,35,exp2
8886,1,0.736,L1,no-change,nocue,35,exp2
8884,1,0.769,L1,change,nocue,35,exp2
8879,1,1.131,L1,no-change,nocue,35,exp2
8902,1,0.367,L1,no-change,cue,35,exp2
8875,1,0.688,L1,change,nocue,35,exp2
8866,1,0.484,L1,change,nocue,35,exp2
8860,1,0.346,L1,change,nocue,35,exp2
8854,1,0.369,L1,no-change,nocue,35,exp2
8846,1,0.499,L1,no-change,nocue,35,exp2
8843,1,0.548,L1,change,nocue,35,exp2
8842,1,0.651,L1,no-change,nocue,35,exp2
8873,1,0.404,L1,change,nocue,35,exp2
8908,1,0.456,L1,change,cue,35,exp2
8912,1,0.384,L1,no-change,cue,35,exp2
8914,1,0.468,L1,change,cue,35,exp2
8969,1,0.5112,L1,change,cue,36,exp2
8962,1,0.8407,L1,change,cue,36,exp2
8961,1,3.1006,L1,change,cue,36,exp2
8960,1,3.2276,L1,change,cue,36,exp2
8955,1,0.484,L1,no-change,cue,35,exp2
8954,1,0.732,L1,no-change,cue,35,exp2
8949,1,0.617,L1,no-change,cue,35,exp2
8945,1,0.433,L1,no-change,cue,35,exp2
8943,1,0.432,L1,change,cue,35,exp2
8940,1,0.467,L1,change,cue,35,exp2
8937,0,1.618,L1,no-change,cue,35,exp2
8933,1,0.384,L1,change,cue,35,exp2
8924,1,0.481,L1,change,cue,35,exp2
8918,1,0.39,L1,no-change,cue,35,exp2
8917,1,0.616,L1,change,cue,35,exp2
9115,1,0.411,L1,change,nocue,36,exp2
9118,1,0.4137,L1,no-change,nocue,36,exp2
9121,1,0.4276,L1,no-change,nocue,36,exp2
9128,1,0.3959,L1,no-change,nocue,36,exp2
9339,1,0.3154,L1,change,nocue,37,exp2
9334,1,0.3031,L1,change,nocue,37,exp2
9333,0,0.1883,L1,change,nocue,37,exp2
9328,1,0.8493,L1,no-change,nocue,37,exp2
9327,1,0.3643,L1,no-change,nocue,37,exp2
9326,1,0.3769,L1,no-change,nocue,37,exp2
9343,1,0.5711,L1,no-change,nocue,37,exp2
9325,1,0.5281,L1,no-change,nocue,37,exp2
9318,1,0.4196,L1,no-change,nocue,37,exp2
9315,1,0.6004,L1,change,nocue,37,exp2
9313,1,0.4675,L1,no-change,nocue,37,exp2
9300,0,0.339,L1,change,nocue,37,exp2
